p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,label
7.109992,7.538372,7.349066,7.124652,7.091578,6.50641,6.407674,6.934328,6.932324,6.272952,2.340711,4.078413,2.208468,2.102651,2.411973,2.530628,2.943359,2.932242,2.01799,2.894476,zero 
6.33971,8.331787,9.283031,8.984266,9.322388,8.400884,8.949192,9.135139,9.116346,8.364229,2.792485,6.083106,2.906453,3.100287,3.107129,2.948226,3.165585,3.586225,2.872762,3.238956,zero 
6.779855,8.301186,8.721804,8.629535,8.737514,8.262837,8.707717,8.622315,8.684372,7.839551,2.750692,5.299562,2.447936,2.123498,2.734798,2.207621,2.720483,3.338896,2.322762,2.744502,zero 
7.49716,7.290334,8.602951,9.032987,8.551984,7.943468,8.387207,8.413511,8.908248,7.981488,2.994582,5.653053,2.558347,2.7853,2.955688,3.056447,3.315781,3.947122,3.1506,3.572588,zero 
6.693566,7.314847,8.197936,8.631755,8.40544,7.692563,7.950456,7.967802,8.390419,7.575139,3.140753,5.328899,2.885849,2.906558,2.932612,2.775049,2.986389,4.17574,3.428647,3.849256,zero 
6.580108,7.797294,8.10002,7.962377,7.913151,7.562211,8.100976,7.868056,7.782972,7.039198,2.76583,4.797742,2.789828,2.172658,2.727933,2.298059,2.98501,3.216894,2.354461,2.804239,zero 
6.873537,7.03811,7.379322,7.411545,7.281028,7.123765,7.450413,7.403368,7.394777,6.730808,2.430759,4.513966,2.672105,2.056008,2.646137,2.09743,2.7848,2.953302,2.158587,2.557233,zero 
7.702112,7.184841,7.132199,7.316581,7.419993,6.780787,6.943949,7.006468,6.865752,6.408948,2.38036,3.351836,2.053364,2.089123,2.300327,2.621559,2.778558,3.019597,1.999286,2.976843,zero 
7.371931,7.512269,8.436549,8.950168,9.12143,8.668845,8.764907,8.423988,8.849282,7.805231,2.847343,5.936185,3.217047,3.160782,3.083094,2.830726,3.022842,3.769672,3.306676,4.111478,zero 
6.937234,8.211221,9.135792,9.041355,9.741596,9.149712,9.757142,9.28999,9.313271,8.615492,3.20699,6.254664,3.270875,3.009316,3.296155,2.701233,3.224735,4.355322,3.168849,4.017942,zero 
6.458058,8.226239,8.327822,8.25638,8.40769,7.855101,8.274825,8.45776,8.214594,7.647897,2.786497,4.988718,2.582554,2.05814,2.768041,2.394747,2.625582,3.681472,2.402841,3.151657,zero 
6.476844,7.428428,7.881353,7.692555,7.917428,6.987914,7.325078,7.701844,7.629025,7.134497,2.640952,4.629202,2.449557,2.348454,2.800863,2.754945,2.952511,3.456816,2.571182,3.206606,zero 
6.853161,7.7492,9.052094,9.089465,9.428697,8.727182,9.323119,8.932883,8.96451,8.538637,3.041738,6.217014,2.87381,2.662384,3.096596,2.790773,3.36642,3.739658,3.354971,3.041619,zero 
6.676777,7.608627,8.806512,8.672912,8.478786,7.934918,8.454007,8.449116,8.786706,7.95564,2.85765,5.619617,2.469628,2.154729,3.116821,2.767128,3.619199,3.757361,2.79982,3.341702,zero 
6.251827,7.919285,8.386255,8.175576,8.205851,7.301031,7.730571,8.138498,8.163253,7.487091,2.739106,4.972499,2.469906,2.153411,2.740168,2.894264,3.671237,3.455116,2.400717,2.98167,zero 
7.042058,8.918542,9.044722,8.938794,8.986494,8.028721,8.255376,9.013146,8.852869,8.236865,2.862699,5.014548,2.649054,2.429647,2.926083,3.021493,3.847107,3.688077,2.50871,3.275065,zero 
