p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,label
6.838089,7.853973,8.050716,8.421686,7.883611,7.328477,7.453629,7.591329,8.157986,7.199897,2.679037,4.616407,2.266223,1.949283,2.684476,2.899104,3.006714,3.673809,2.525972,3.331218,zero 
6.064162,8.100397,8.785373,8.51229,8.829714,7.833342,8.543476,8.882775,8.531519,8.051706,2.749552,5.450901,2.522101,2.340043,2.717543,2.715427,3.206993,3.215648,2.529811,2.677258,zero 
6.138277,7.777648,7.823492,7.691846,7.931054,7.096774,7.206237,7.737899,7.513046,6.921437,2.399749,4.499785,2.26124,1.857736,2.454213,2.267121,2.555759,3.175743,2.25008,2.837719,zero 
6.209196,7.429084,7.563728,7.41638,7.714837,6.814986,7.109297,7.729782,7.415379,6.962822,2.406006,4.408628,2.214365,2.019223,2.510378,2.380155,2.458626,3.091681,2.279211,2.645326,zero 
6.433167,8.263873,9.079193,9.09793,9.519405,8.332203,9.053354,9.328804,8.930966,8.652419,3.006331,5.571006,2.698288,2.59138,2.865989,2.826575,2.846269,3.692823,3.166708,2.965662,zero 
7.198765,8.104575,8.610482,8.71678,9.234125,8.779616,9.511696,9.026539,8.840286,8.523684,2.830046,5.64017,2.777308,2.292747,3.017152,2.37782,2.792709,3.901946,3.02604,3.204734,zero 
7.07549,7.235233,7.328337,7.131621,7.340224,6.68774,7.019287,7.287483,7.216917,6.561304,2.606137,4.399749,2.8449,2.280872,2.89029,2.558403,2.833907,3.353207,2.460073,3.167891,zero 
6.517314,7.552022,7.855811,7.532929,7.634117,6.648492,7.101093,7.70374,7.503032,6.916254,2.301039,4.217701,2.356374,2.059166,2.594748,2.628086,3.078895,3.08963,2.098203,2.793557,zero 
6.707766,8.378281,8.241833,8.156065,8.464878,7.619228,7.675169,8.165572,8.096164,7.450231,2.478937,4.51761,2.219773,1.932725,2.613725,2.439269,2.938014,3.408675,2.276469,3.036836,zero 
7.023547,8.305629,9.102044,9.100781,9.081919,8.414017,9.329029,8.807995,8.701891,8.060603,2.821575,5.53465,2.951201,2.580109,3.137312,2.720627,3.346802,3.920576,2.861582,3.268842,zero 
8.07676,8.224617,9.048393,8.808413,8.832835,8.48333,9.703479,8.922208,8.912013,8.143443,3.286859,6.150353,3.737876,3.895545,4.528677,3.584077,3.82202,4.927164,3.77788,4.758834,zero 
6.549209,8.092736,8.159368,7.917831,8.082839,7.191462,7.463073,8.025171,7.865644,7.237395,2.516761,4.590448,2.308152,2.11826,2.764383,2.650672,2.786734,3.406449,2.302733,3.141872,zero 
6.742306,8.012649,7.838508,7.917349,7.97487,7.315932,7.422033,7.661269,7.846127,7.004332,2.383455,4.294459,2.002145,1.812848,2.572263,2.446884,2.838744,3.357373,2.143987,3.068194,zero 
