p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,label
6.279533,6.803316,7.352946,7.109808,7.166785,6.779643,7.205925,6.978761,7.292297,6.565103,2.240503,4.453288,2.648619,2.200993,2.917031,2.035415,2.500155,3.260632,2.513222,2.871383,zero 
6.86664,7.965087,7.847725,7.313907,7.567341,6.906675,7.191343,7.324862,7.287172,6.627499,2.547023,3.926531,2.414908,2.019028,2.579643,2.242668,3.166774,2.884512,2.155048,2.820633,zero 
5.915937,7.364584,8.121247,7.906884,8.217708,7.413525,8.049411,8.221581,8.128726,7.475883,2.551008,5.269587,2.443861,2.354414,2.918847,2.730102,2.992934,3.387424,2.566691,2.968938,zero 
6.191072,8.229192,8.354278,8.255271,8.58174,7.639706,8.003384,8.428902,8.147721,7.641703,2.572092,4.745052,2.320531,1.938821,2.491836,2.47833,2.640711,3.275714,2.308343,2.707581,zero 
7.33771,7.93826,7.534082,7.328648,7.566487,6.903922,6.675838,7.272863,7.123986,6.547564,2.480604,3.908667,2.142338,1.902454,2.19128,2.221452,2.514726,2.894641,2.174536,2.76347,zero 
6.446861,8.909678,8.594346,8.410817,8.862414,7.963149,8.128504,8.729111,8.411503,7.973276,2.815388,4.877739,2.51562,2.210575,2.607696,2.609985,2.933218,3.668174,2.663185,3.049564,zero 
6.177239,8.868669,9.497941,9.181754,9.57692,8.752266,9.439972,9.370431,9.119531,8.638397,2.850571,5.847388,2.718787,2.39167,2.839538,2.511449,3.388538,3.596671,2.729288,2.816321,zero 
6.48377,8.052209,9.108953,9.036527,9.107142,8.664515,9.355138,9.245756,9.175264,8.437046,2.871465,6.232778,2.778237,2.850651,3.28177,2.765597,3.189787,3.726161,2.994847,3.246417,zero 
6.556417,7.5851,8.680774,8.810202,9.001314,8.331782,8.705126,8.325685,8.590456,7.970176,3.059607,6.067547,2.892126,2.904752,3.211025,2.99935,3.240293,3.91294,3.46376,3.474806,zero 
7.119342,8.171396,8.095392,8.134128,7.961826,7.284627,7.02721,7.6928,7.889879,7.163945,2.70342,4.782378,2.400173,2.26252,2.490072,2.773102,3.067634,3.608931,2.582706,3.381787,zero 
7.436674,7.619893,8.523899,8.293207,8.342514,7.824475,8.222724,8.393799,8.798499,7.984302,2.788197,5.680737,3.066835,3.224025,3.541976,3.205393,3.563513,4.313514,3.033143,3.825025,zero 
6.630819,7.389692,7.673524,7.393779,7.820617,7.426237,7.86298,7.950603,7.889691,7.333973,2.524399,4.993074,2.430161,2.104746,2.647432,2.332619,2.692054,3.193927,2.318695,2.670678,zero 
5.882528,6.891756,7.619418,7.377529,7.39092,6.826411,7.356719,7.258206,7.482366,6.552984,2.230138,4.818974,2.284072,1.884184,2.756222,2.30431,2.642491,3.1205,2.24203,2.750709,zero 
7.051788,7.803802,7.769527,7.422332,7.530613,6.906646,7.032436,7.420904,7.292851,6.484035,2.398335,4.296744,2.421972,1.795618,2.292372,2.16839,2.910178,2.650861,1.912183,2.542296,zero 
6.137513,8.181454,8.476484,8.439379,8.63213,7.811245,8.262948,8.607179,8.337292,7.790848,2.653699,4.970743,2.299241,1.970456,2.721808,2.451793,2.62053,3.415258,2.392103,2.683999,zero 
