p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,label
7.7498,9.424186,9.437937,9.960993,9.950219,9.249047,9.176512,9.912673,9.756208,9.102731,3.461058,5.844689,3.14446,3.266612,3.859496,3.320465,3.04382,4.693898,3.731151,4.645784,zero 
7.188211,8.985117,9.67375,9.70026,10.222183,9.251602,9.851274,9.925235,9.560735,9.314069,3.151626,6.247664,2.97353,2.605999,2.997228,3.116979,3.583888,3.782326,3.298481,2.950326,zero 
6.919507,7.363759,7.349659,7.563578,7.636171,6.887337,6.863718,7.400424,7.254442,6.759544,2.403872,4.486728,2.41263,2.055718,2.348691,2.595426,2.927605,2.874621,2.201903,2.50967,zero 
7.508922,8.274917,9.37991,9.558963,9.914649,9.098891,9.357139,9.292345,9.196589,8.84175,3.304389,6.412828,3.47851,3.10485,3.225422,3.237639,3.714491,3.714172,3.819445,3.388754,zero 
7.434791,8.844945,9.803376,9.725961,10.28292,9.595906,10.296289,10.042516,9.903623,9.244617,3.312931,6.6553,3.536162,3.630329,4.049637,3.482262,3.593512,4.334112,3.569841,4.337289,zero 
7.192302,8.139972,9.135194,9.652383,9.508444,9.215596,8.870585,8.976005,9.361,8.444485,3.21332,6.457296,3.2446,3.230083,3.171741,2.976744,2.888627,3.332621,3.408857,3.624802,zero 
7.59984,8.135136,7.933131,7.860176,8.201343,7.613516,7.088864,7.632007,7.504465,6.934445,2.530284,4.31711,2.275557,1.999108,2.270435,2.117336,2.655439,2.851551,2.266828,2.844243,zero 
7.608053,8.712356,8.133508,8.077742,8.258069,7.602959,7.430842,7.937071,7.398618,7.02798,2.453474,4.069782,2.287598,1.935033,2.204596,2.315461,2.995423,2.892719,2.108424,2.678742,zero 
6.763623,8.833276,9.515383,9.145344,9.333556,8.293338,9.156458,9.239795,8.883116,8.403288,2.831289,5.407231,2.839017,2.696664,3.01302,2.938966,3.68034,3.748028,2.855105,3.073823,zero 
5.682574,8.445416,8.898701,8.720664,8.824182,7.864971,8.471432,8.826836,8.570795,8.036923,2.614168,5.30918,2.455243,2.234587,2.905202,2.773852,2.936518,3.663645,2.592903,2.93636,zero 
6.464409,9.041807,9.407762,9.175105,9.595479,8.877837,9.489928,9.693244,9.233442,8.862316,2.924975,5.887743,2.871932,2.446461,2.889794,2.748599,3.497339,3.46731,2.535052,2.600014,zero 
7.416166,8.786809,9.502765,9.242357,9.879771,9.27154,10.131129,9.5305,9.346432,8.678804,2.971021,6.090714,3.226074,2.950059,3.313377,2.978874,3.638689,3.769058,3.12157,3.654877,zero 
6.93812,9.104189,8.853872,8.572421,8.893577,8.453246,8.459881,8.748055,8.545304,7.801513,2.813042,5.224628,2.741136,2.174064,2.624152,2.356153,2.924318,3.050825,2.360181,2.773434,zero 
6.910478,8.362775,7.869459,7.860331,8.041925,7.57318,7.401771,8.051492,7.778934,7.135799,2.566662,4.715622,2.369036,1.928255,2.408518,2.362181,2.762086,3.080532,2.12246,2.814328,zero 
7.508976,7.843461,8.49525,8.7477,9.174729,8.893129,9.43445,9.167828,9.123512,8.555212,2.956779,5.942161,2.915483,2.402483,3.11943,2.571935,3.003105,3.711093,2.779789,3.511363,zero 
7.556077,7.934466,8.459746,8.597222,8.802636,8.5029,8.832646,8.76199,8.697605,8.01212,3.025996,5.624279,2.905506,2.303757,2.805404,2.573235,3.219384,3.260746,2.563443,3.023627,zero 
7.875243,7.742598,7.52694,7.356684,7.61688,7.406987,7.26761,7.181421,7.385079,6.580436,3.177789,4.560302,2.671944,2.145794,2.184436,2.473747,3.411693,2.744439,2.119266,2.775518,zero 
7.393683,8.169594,8.784387,8.636782,8.954417,8.451128,9.245685,8.591305,8.576437,7.881573,2.992156,5.871665,3.395476,3.395798,3.643189,3.324824,3.253931,3.49061,3.166614,3.615365,zero 
7.390704,7.780668,7.573544,7.442339,7.650488,7.011801,6.65281,7.282865,7.319309,6.604751,2.353711,3.966679,2.236942,1.995645,2.55101,2.307467,2.728566,3.026212,2.18839,2.83726,zero 
6.444806,7.56729,7.982858,7.938799,7.954167,7.360702,7.413072,8.174131,7.99153,7.26693,2.507141,5.136522,2.437051,2.135908,2.787304,2.693544,3.03482,3.07581,2.266488,2.860082,zero 
