p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,label
6.121395,8.928076,9.264903,9.360874,9.671763,8.561077,8.846093,9.711393,9.380883,9.042402,2.890356,5.594344,2.548188,2.489019,2.787577,2.814202,2.922025,3.788685,2.671736,2.822204,zero 
6.504081,7.804246,8.11154,8.069923,8.180906,7.232522,7.560906,7.945793,8.103392,7.399556,2.496261,4.567489,2.240862,2.070966,2.641632,2.766908,2.913638,3.451558,2.428742,3.009998,zero 
6.754649,6.839338,7.956395,8.31557,7.968638,7.171031,7.614291,7.776982,8.257202,7.223341,2.706,5.374951,3.029416,3.126836,3.019018,3.028432,3.182893,3.561221,2.926904,3.391921,zero 
6.79569,7.968906,8.661714,8.943844,9.040368,8.091243,8.222836,8.861404,9.030676,8.420693,2.883204,5.52462,2.424817,2.522953,3.11345,3.17077,3.519153,4.014592,2.830164,3.348765,zero 
6.236446,8.295021,8.924062,8.858153,9.381326,8.399892,8.589079,9.227359,9.034421,8.600878,2.904727,5.582455,2.538994,2.559699,3.165859,2.725142,3.50073,3.83089,3.030369,3.226705,zero 
6.922825,7.47947,8.47239,8.114732,8.269716,7.405928,8.150097,8.107538,8.114576,7.511329,2.731942,5.171105,3.143445,3.260915,3.501812,3.157698,3.792485,3.94936,3.311597,3.557683,zero 
6.321623,7.935535,8.24254,8.484817,8.489414,7.766558,7.916347,8.571484,8.482168,7.966731,2.81277,5.13098,2.587014,2.584532,3.206971,2.899745,2.893833,3.921125,3.053703,3.367273,zero 
6.300567,8.094933,8.672836,8.863172,8.787006,7.725822,7.914161,8.617842,8.794258,8.179055,2.658659,5.014978,2.275096,2.263373,2.805546,2.841362,3.124237,3.910769,2.767231,3.132781,zero 
6.42481,7.886234,8.21996,8.59165,8.422801,7.454373,7.481026,8.088811,8.277619,7.652886,2.745483,4.795071,2.187561,2.157845,2.798262,2.896605,2.895133,3.831532,2.968903,3.294469,zero 
6.633825,7.940444,8.937688,8.766596,8.866937,7.839221,8.326018,8.481952,8.730908,8.105995,2.890808,5.335483,2.64011,2.651725,3.343267,3.06373,3.512637,4.236153,3.2585,3.536106,zero 
8.474239,9.826681,10.003141,10.21926,10.516294,10.174754,9.869059,10.359929,10.301972,9.538616,3.6816,6.378548,3.142397,2.67492,3.284506,2.758385,3.087064,3.902031,3.249584,3.489944,zero 
6.391789,8.170859,8.596816,8.5609,8.813643,7.687205,8.326793,8.761112,8.471468,7.98668,2.768035,4.863428,2.563429,2.415303,3.19343,2.808851,2.963949,3.971741,2.885734,3.395972,zero 
7.079531,8.201536,9.375479,9.746207,9.603517,8.497215,8.652209,9.239053,9.461684,8.686613,3.157816,6.103056,2.886573,3.234222,3.1614,3.373845,3.496653,4.561027,3.636882,3.964319,zero 
7.177665,8.449347,9.635141,10.055101,9.83407,8.885437,8.965256,9.314822,9.579509,8.900096,3.418238,6.320991,2.956812,3.149804,3.468025,3.368053,3.562666,4.761305,3.853316,4.104711,zero 
7.062304,8.212353,8.84694,8.611885,8.738057,7.860986,8.868226,8.739677,8.427539,7.820996,2.811178,5.237924,3.128601,2.943232,3.635195,3.00474,3.466392,4.131235,2.990979,3.708168,zero 
7.468193,8.042653,9.08106,8.816847,9.545513,8.778761,9.571089,9.566204,9.492647,9.031924,3.20811,6.597442,3.593502,3.707351,3.850237,3.524065,3.709347,4.201213,3.365811,3.741957,zero 
6.942409,7.668353,8.329565,8.527335,9.034255,8.436167,8.98736,8.605439,8.874239,8.332104,3.068024,5.676987,3.065298,2.89241,3.522164,2.903519,2.687329,3.992294,3.34486,3.660134,zero 
